 year   T_global   T_land   T_ocean   P_global   P_land   P_ocean
  1903.0   293.2638955011807   290.56475914711245   294.63372978288913   3.9945450265383976e-05   3.0572604135161166e-05   4.470224809332793e-05 
  1904.0   293.04417307383045   290.045445760759   294.56605227372677   3.9898444138078565e-05   3.100051703486601e-05   4.441421658645856e-05 
  1905.0   293.19018569387066   290.2972100500519   294.65839503686186   3.993243361522651e-05   2.9969733879990768e-05   4.498858708265795e-05 
  1906.0   293.21596889742864   290.2652757036884   294.7134703798924   3.988648687601244e-05   2.957196771479791e-05   4.512119164558548e-05 
  1907.0   293.4072744487971   290.5720165157398   294.8461915706883   4.0130491782912255e-05   3.071350611794894e-05   4.490969079402545e-05 
  1908.0   293.2444111029023   290.28083120415886   294.7484526959704   3.9932666206661035e-05   3.0064370493560475e-05   4.4940908843038296e-05 
  1909.0   293.44449963750515   290.57253809053054   294.9020441505359   4.0236303039167875e-05   3.0111192891484862e-05   4.537488114970462e-05 
  1910.0   293.46202092072224   290.65397202214837   294.8871292299717   4.0281723138823754e-05   3.106420714216269e-05   4.4959689624433155e-05 
  1911.0   293.44927614545907   290.62140592422185   294.884443941793   4.017882383220427e-05   3.0636684435416006e-05   4.502153940930315e-05 
  1912.0   293.58093442774475   290.9114698486331   294.935710035417   4.0299027275275674e-05   3.093747445679441e-05   4.505009365302659e-05 
  1913.0   293.4356535389325   290.5964990483769   294.8765481963541   4.024480327244705e-05   3.14692739013136e-05   4.469845784777013e-05 
  1914.0   293.37403349809443   290.358178301371   294.9046052422426   4.024446207730672e-05   3.0661173990128054e-05   4.510806095904459e-05 
  1915.0   293.55178349677   290.74997256789777   294.9737259842066   4.043611394391093e-05   3.1462392225041066e-05   4.499035279386409e-05 
  1916.0   293.3707819993888   290.3715979823338   294.8928929803778   4.007545153653669e-05   3.1143725151541885e-05   4.460837740319903e-05 
  1917.0   293.4606098989096   290.6056407576447   294.9095306238777   4.0255163256866176e-05   3.053104646992828e-05   4.519023388195923e-05 
  1918.0   293.3944364196945   290.376528296428   294.9260500412389   4.027314734114422e-05   3.1035842227932656e-05   4.4961156968966415e-05 
  1919.0   293.3780246989765   290.3908400026314   294.8940459243142   4.020146411942491e-05   3.055053617941901e-05   4.5099390792373765e-05 
  1920.0   293.5630314754484   290.79754875314916   294.9665370941132   4.028863062460386e-05   3.045524427406986e-05   4.527915646741336e-05 
  1921.0   293.72851843656906   291.0268803763579   295.09962235507527   4.066082305699753e-05   3.155007130707319e-05   4.5284605794157075e-05 
