 year netcl        netcf   osw     closw   swcf    olw     clolw   lwcf    netg
  1851.0   318.3624739425536   -21.900912073879777   99.14525631641061   54.20857253352406   -44.93668378561381   241.11812969148903   264.1539014032231   23.03577171173403   0.06252276127653297 
  1852.0   318.5945134020773   -21.48770895357501   98.94576889842841   54.232777347620186   -44.712991558881214   241.1364533512545   264.3617359565607   23.22528260530621   0.24368650741113243 
  1853.0   318.479862691355   -21.756008129197884   99.26674941399844   54.22824096030028   -45.03850844394509   240.9691213700565   264.25162168480375   23.282500314747214   0.09003797337102336 
  1854.0   318.52041406533834   -21.431161096788387   99.04682779019885   54.41444601411499   -44.6323817804026   240.90474725814568   264.1059679417599   23.201220683614217   0.37433364847343564 
  1855.0   318.4641192216971   -21.697866038923568   99.12753518202422   54.15137872192173   -44.97615645197328   241.03445007807798   264.31274049112767   23.27829041304972   0.16392350740036407 
  1856.0   318.8796195279572   -22.00934887586084   99.33890495606137   54.10781745520428   -45.231087508053015   241.55006353775033   264.77180216994253   23.22173863219217   -0.5630596993066158 
  1857.0   318.46725140450997   -21.788317727196386   99.18571563209414   54.23020113118557   -44.95551450030465   241.06985351115878   264.23705028426707   23.16719677310827   0.07033963481721008 
  1858.0   318.9258935944812   -21.62903494453768   98.83916855557301   54.22197612683325   -44.61719244176221   241.7157599052684   264.70391740249295   22.98815749722452   -0.22901969182524665 
  1859.0   318.91184334118395   -21.677153731151268   99.27606902670564   54.45545153173037   -44.820617518626484   241.31292815047402   264.45639193794926   23.143463787475216   -0.263088349490856 
  1860.0   318.5230018493443   -21.904433220183297   99.22215581429738   54.274854553491814   -44.94730127414074   241.20527926097867   264.2481473149361   23.042868053957445   -0.1015262246735417 
  1861.0   318.5169364627056   -21.901291973252174   99.263711320927   54.34940437117225   -44.91430694993103   241.15451715036224   264.16753212704117   23.01301497667886   -0.0923196156227519 
  1862.0   318.5626380698252   -21.53413058144493   99.29528844058515   54.59447943936865   -44.700809005216826   240.8014801957239   263.96815861949574   23.166678423771888   0.22914014914199166 
  1863.0   318.7476896575113   -21.829814660832533   99.50377732985868   54.6068963904696   -44.89688093968744   241.07372691948697   264.14079319834184   23.06706627885491   -0.2515954606369081 
  1864.0   318.4161181846171   -21.938359261279526   99.36790842292069   54.32076108017501   -45.047147341647566   240.98656909028105   264.0953571706491   23.108788080368043   -0.028568623163427342 
  1865.0   318.81259880875405   -21.577316664137154   99.50150671575324   54.75703442746341   -44.744472286350174   240.88840868793633   264.05556431014935   23.167155622213023   -0.06400660559466402 
  1866.0   318.4777759992105   -22.03447750945961   99.7064121573559   54.49972118085133   -45.206690973443244   240.80584131669139   263.978054780675   23.172213463983635   -0.18634475566270342 
  1867.0   318.6040885925601   -21.844313727263085   99.42216712543362   54.39889990149858   -45.023267227218184   241.02623518148968   264.2051886814447   23.178953499955096   -0.1224935225138929 
  1868.0   318.60394458987776   -21.973396594822454   99.76200224422614   54.550346461614964   -45.21165577737196   240.81533888438796   264.0535980669375   23.238259182549506   -0.2514322593742794 
  1869.0   318.54709600648727   -21.853567952145386   99.75291032843901   54.70965274632238   -45.04325757792098   240.64775361363786   263.83744323941346   23.189689625775596   -0.0747551058216397 
  1870.0   318.52821876638984   -21.799675393621943   99.49567240649048   54.52189821146056   -44.973774199655445   240.83222181577062   264.00632062180415   23.1740988060335   -0.0019854038093106412 
  1871.0   318.5732351028878   -21.74346338652157   99.54367656902265   54.642831960158276   -44.90084460334416   240.7730218821781   263.9304030990007   23.157381216822593   0.009210275498347615 
  1872.0   318.72338920255135   -21.98265025591641   99.65573722856763   54.56458401842052   -45.09115321660192   241.05030230717566   264.1588052678611   23.1085029606855   -0.38013073754732485 
  1873.0   318.67654302368817   -21.81358250520126   99.3989673066829   54.54853873788129   -44.850428578492895   241.09115818670125   264.1280042599929   23.036846073291635   -0.16421666957450484 
  1874.0   318.74479086489686   -21.86245549553328   99.86803396996571   54.84950102436973   -45.01853292822482   240.73921246599443   263.89528989868603   23.15607743269155   -0.28133761977140365 
  1875.0   318.33813483924024   -22.05810212682333   99.96874472784808   54.7064729911173   -45.26227173660706   240.4274921553157   263.63166176509947   23.204169609783737   -0.07032815788721612 
  1876.0   317.8679540753261   -21.923060792550487   99.54911418064621   54.31789696593046   -45.231217223501034   240.2419006762522   263.55005710720275   23.308156430950547   0.5348939203756417 
  1877.0   318.4962836467346   -21.584899326493257   99.46406306449471   54.516415097775294   -44.947647963060646   240.6171199430759   263.97986857964327   23.362748636567378   0.24472579323977917 
  1878.0   318.7746089700096   -21.96989018473984   99.58356669746946   54.44973838917564   -45.13382830437025   241.1609323663765   264.324870486007   23.163938119630412   -0.4185903454134579 
  1879.0   318.209181353929   -21.835214186069916   99.23783222479797   54.25357990642759   -44.98425232514086   240.80656325604667   263.95560139511764   23.149038139070942   0.28151322337934404 
  1880.0   318.8216647086934   -21.621584277757243   99.27779776842483   54.40918922145116   -44.86860854540715   241.16545121237058   264.4124754800205   23.24702426764992   -0.11734023754706123 
  1881.0   318.43997898009576   -21.99129369368084   99.46780045467995   54.28880637685676   -45.17899406445328   240.96347214998838   264.1511725207608   23.187700370772436   -0.10536386996764617 
  1882.0   318.0863415564969   -22.028798056291272   99.46771787812871   54.21645383567125   -45.25126402834835   240.64742170234283   263.8698876743999   23.22246597205709   0.2107692798016733 
  1883.0   318.34384909382453   -21.617570429284456   99.5333466614167   54.59411522701062   -44.93923142963436   240.4280728193178   263.7497338196677   23.321661000349902   0.36448929405498753 
